rank,ORF,GENE,Putative TOR pathway,1 week ,2 week ,5 week ,7 weeks,Norm_1,Norm_2,Norm_5,Norm_7,Norm,Description,Function,Localization
3406,YJR120W,,,1.392743546,0.530521328,0.131413245,0.366436143,1.328360667,0.509452255,0.125322272,0.351086675,0.985861201,mitochondrion organization and biogenesis*,molecular_function unknown,cellular_component unknown
3407,YBR175W,SWD3,,0.63579086,0.617350907,0.023921539,0.386576972,0.606399917,0.592833493,0.022812781,0.370383834,0.986030108,chromatin silencing at telomere*,chromatin binding*,nuclear chromatin
3408,YGL154C,LYS5,,0.027106169,-0.00309896,-0.002052735,1.03255745,0.025853122,-0.002975888,-0.001957591,0.989305145,0.984371665,"lysine biosynthesis, aminoadipic pathway*",holo-[acyl-carrier protein] synthase activity,cytoplasm
3409,YNL219C,ALG9,,1.128724766,0.545609701,0.26006013,0.220470223,1.076546783,0.52394141,0.248006403,0.211235051,0.983182865,protein amino acid glycosylation*,mannosyltransferase activity,endoplasmic reticulum
3410,YCR017C,CWH43,,1.127522208,0.563805237,0.017186264,0.444397775,1.075399816,0.54141433,0.016389685,0.425782609,0.983586624,cell wall organization and biogenesis*,molecular_function unknown,bud neck*
3411,YOR033C,EXO1,,1.464989418,0.530283839,0.136766241,0.358265446,1.397266802,0.509224198,0.130427158,0.343258236,0.982909591,mismatch repair,exonuclease activity*,nucleus
3412,YJL070C,,,0.721311332,2.162680899,0.463318564,-1.600862393,0.687967002,2.076792398,0.441843856,-1.533804634,0.984831621,biological_process unknown,molecular_function unknown,cytoplasm
3413,YGL045W,RIM8,,0.486882884,0.272110796,0.667070436,0.084724318,0.464375566,0.261304214,0.636151876,0.081175342,0.978631432,meiosis*,molecular_function unknown,cellular_component unknown
3414,YDR537C,,,0.579497083,0.381916589,0.25531624,0.385663934,0.552708454,0.36674919,0.243482392,0.369509042,0.979740624,,,
3415,YNL271C,BNI1,,1.449377529,0.538656241,0.041557028,0.441366337,1.38237661,0.517264099,0.039630869,0.422878154,0.979773122,establishment of cell polarity (sensu Saccharomyces)*,cytoskeletal regulatory protein binding,bud neck*
3416,YPL023C,MET12,,1.518167777,0.771979548,0.224584234,0.022596484,1.447986865,0.741321227,0.214174807,0.021649951,0.977145984,methionine metabolism,methylenetetrahydrofolate reductase (NADPH) activity,cell
3417,YER088C,DOT6,,0.487201584,0.201036913,0.046048759,0.771768081,0.464679534,0.193052952,0.04391441,0.739439857,0.976407219,regulation of transcription from Pol II promoter*,molecular_function unknown,cytoplasm*
3418,YOR221C,MCT1,,0.194031384,0.021985125,0.005144726,0.991592546,0.185061822,0.02111201,0.004906269,0.9500562,0.976074479,aerobic respiration*,[acyl-carrier protein] S-malonyltransferase activity,mitochondrion
3419,YGL037C,PNC1,,1.241410476,0.686221631,0.519288729,-0.187317446,1.184023328,0.658969091,0.495219817,-0.179470995,0.974717913,chromatin silencing at telomere*,nicotinamidase activity,cytoplasm*
3420,YIL002C,INP51,,1.519787228,0.804621951,0.25355927,-0.041188281,1.449531453,0.772667272,0.241806857,-0.039462965,0.975011164,cell wall organization and biogenesis*,inositol-polyphosphate 5-phosphatase activity,membrane fraction
3421,YFR011C,,,0.828202924,0.815749437,0.304468991,-0.103340658,0.789917277,0.783352842,0.290356924,-0.099011871,0.974697896,biological_process unknown,molecular_function unknown,cytoplasm*
3422,YGR011W,,,1.136116462,0.325859906,0.709088086,-0.018186819,1.08359678,0.312918737,0.676222018,-0.017425,0.971715755,,,
3423,YNL292W,PUS4,,1.219528372,0.99905726,0.144346557,-0.127995734,1.163152776,0.959380796,0.137656128,-0.122634182,0.974402742,tRNA modification,pseudouridylate synthase activity,nucleus*
3424,YEL018W,EAF5,,0.689007248,0.892571996,0.744045912,-0.622372573,0.657156251,0.857124478,0.709559557,-0.596302306,0.970381729,biological_process unknown,molecular_function unknown,nucleus
3425,YDL099W,,,1.704026759,0.670463663,0.399540529,-0.056357115,1.625254075,0.643836934,0.381021918,-0.053996399,0.970862453,biological_process unknown,molecular_function unknown,cytoplasm
3426,YOR082C,,,0.56475926,0.228285605,0.107074013,0.677533812,0.538651922,0.219219492,0.102111157,0.649152922,0.970483572,,,
3427,YMR299C,,,0.698921353,0.55675432,0.572858238,-0.11700323,0.666612053,0.534643433,0.546306392,-0.112102138,0.968847687,biological_process unknown,molecular_function unknown,cytoplasm
3428,YDR065W,,,0.006640088,0.023394489,0.007334889,0.978608748,0.006333134,0.022465403,0.006994919,0.937616274,0.967076595,biological_process unknown,molecular_function unknown,mitochondrion
3429,YPL109C,,,0.346481756,0.244890019,0.021414791,0.742647289,0.330464814,0.23516448,0.02042222,0.711538892,0.967125593,biological_process unknown,molecular_function unknown,mitochondrion
3430,YMR175W,SIP18,,0.835640916,0.590674557,0.113982632,0.299170855,0.79701143,0.567216565,0.108699564,0.28663903,0.962555158,response to osmotic stress*,phospholipid binding,soluble fraction
3431,YLL020C,,,1.009939659,0.618958576,0.06973043,0.314561252,0.963252799,0.594377315,0.066498441,0.301384746,0.962260502,,,
3432,YMR102C,,,0.341112037,0.624360167,0.039316485,0.337826232,0.325343323,0.599564388,0.037494175,0.323675191,0.960733753,biological_process unknown,molecular_function unknown,cellular_component unknown
3433,YJL012C,VTC4,,1.110860195,0.424667515,0.329365727,0.247211199,1.059508044,0.40780231,0.314099702,0.236855887,0.9587579,vacuole fusion (non-autophagic),molecular_function unknown,vacuolar membrane
3434,YGL208W,SIP2,,1.876344482,0.649366459,0.174254238,0.177495438,1.789606001,0.623577582,0.166177595,0.170060416,0.959815593,protein amino acid phosphorylation*,SNF1A/AMP-activated protein kinase activity,cytoplasm*
3435,YPL032C,SVL3,,0.933531666,0.793867967,0.178821007,0.028098109,0.890376947,0.762340371,0.170532695,0.026921121,0.959794187,endocytosis,molecular_function unknown,cytoplasm*
3436,YJL059W,YHC3,,1.393811553,0.911307273,0.084831742,0.004449901,1.329379303,0.875115704,0.08089981,0.004263501,0.960279016,intracellular protein transport*,molecular_function unknown,vacuole (sensu Fungi)
3437,YGR084C,MRP13,,0.619316416,0.73446328,0.187339546,0.076834066,0.590687044,0.705294876,0.178656402,0.073615601,0.957566878,protein biosynthesis,structural constituent of ribosome,mitochondrial small ribosomal subunit
3438,YPR133W-A ,,,0.985260488,0.606765266,0.272323662,0.118488704,0.939714482,0.582668249,0.259701524,0.113525387,0.95589516,,,
3439,YGR035C,,,1.060621274,0.806261032,0.134403641,0.055526312,1.011591536,0.774241259,0.128174063,0.053200397,0.955615719,biological_process unknown,molecular_function unknown,cellular_component unknown
3440,YLR287C-A,RPS30A,,0.385378296,0.203758316,0.082583686,0.706268311,0.367563269,0.195666278,0.078755951,0.676683775,0.951106005,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3441,YMR215W,GAS3,,0.877654211,0.721061694,0.110586368,0.160888869,0.83708256,0.692425519,0.105460716,0.154149472,0.952035707,biological_process unknown,molecular_function unknown,cell wall (sensu Fungi)
3442,YOR152C,,,0.895366404,0.845704051,0.049529175,0.096772351,0.853975965,0.812117842,0.047233509,0.0927187,0.952070051,biological_process unknown,molecular_function unknown,cellular_component unknown
3443,YER139C,,,1.285722936,0.551867301,0.103992539,0.334768609,1.226287339,0.529950496,0.099172509,0.320745647,0.949868652,biological_process unknown,molecular_function unknown,cytoplasm
3444,YLR099C,ICT1,,0.24927164,0.407212097,0.219727275,0.362489699,0.237748466,0.391040115,0.209542967,0.347305541,0.947888623,biological_process unknown,molecular_function unknown,cellular_component unknown
3445,YKL003C,MRP17,,0.006510909,0.034905324,0.009363038,0.943095994,0.006209927,0.033519097,0.008929063,0.903591097,0.946039258,protein biosynthesis,structural constituent of ribosome,mitochondrial small ribosomal subunit
3446,YOL004W,SIN3,,0.007783307,0.042388514,0.020955047,0.923823181,0.007423505,0.040705101,0.019983785,0.885125594,0.94581448,regulation of transcription from Pol II promoter*,histone deacetylase activity,histone deacetylase complex
3447,YEL071W,DLD3,,0.861167738,0.501267239,0.109581317,0.376055645,0.821358214,0.48135996,0.104502248,0.36030323,0.946165439,lactate metabolism,D-lactate dehydrogenase (cytochrome) activity,cytoplasm*
3448,YDR517W,GRH1,,0.727683396,1.133103708,0.286185163,-0.432917571,0.694044503,1.088103737,0.272920547,-0.414783294,0.94624099,mitotic spindle checkpoint,molecular_function unknown,cytoplasm
3449,YEL005C,VAB2,,0.523878742,0.919461425,0.562315214,-0.496196682,0.499661203,0.882946023,0.536252035,-0.475411736,0.943786321,biological_process unknown,protein binding,cytoplasm
3450,YPL230W,,,0.782206883,0.787806451,0.205134667,-0.009115481,0.746047512,0.756519582,0.195626723,-0.008733647,0.943412657,biological_process unknown,molecular_function unknown,cellular_component unknown
3451,YHR106W,TRR2,,0.403594835,0.812564914,0.725401999,-0.554375908,0.384937705,0.780294789,0.691779785,-0.531153921,0.940920654,response to oxidative stress,thioredoxin-disulfide reductase activity,mitochondrion
3452,YLR070C,XYL2,,0.290293636,0.522040156,0.410752341,0.05047483,0.276874123,0.501307904,0.391714066,0.048360514,0.941382483,monosaccharide metabolism,D-xylulose reductase activity,cellular_component unknown
3453,YML106W,URA5,,1.71371126,0.635051246,0.147945681,0.199095504,1.634490886,0.609830882,0.141088433,0.190755688,0.941675003,pyrimidine base biosynthesis,orotate phosphoribosyltransferase activity,cytoplasm*
3454,YKL037W,,,1.370452425,0.647584993,0.204118955,0.128772227,1.307100006,0.621866865,0.194658089,0.123378149,0.939903103,,,
3455,YNL001W,DOM34,,0.30157367,0.638729901,0.146351836,0.194708063,0.287632711,0.613363443,0.139568462,0.18655203,0.939483936,protein biosynthesis*,molecular_function unknown,cytoplasm
3456,YLL019C,KNS1,,1.31211027,0.397491079,0.023991138,0.557312512,1.251454856,0.381705157,0.022879154,0.533967515,0.938551826,protein amino acid phosphorylation,protein serine/threonine kinase activity*,cellular_component unknown
3457,YBL007C,SLA1,,0.005820802,0.018955228,0.011687887,0.947280424,0.005551722,0.018202442,0.011146156,0.907600247,0.936948845,cell wall organization and biogenesis*,cytoskeletal protein binding,actin cortical patch (sensu Saccharomyces)
3458,YML109W,ZDS2,,0.99250829,0.558409357,0.169616315,0.249501602,0.946627237,0.536232742,0.161754638,0.239050349,0.937037729,establishment of cell polarity (sensu Saccharomyces)*,molecular_function unknown,nucleus
3459,YOR183W,FYV12,,0.024938282,0.046640864,0.013436687,0.916754736,0.023785451,0.044788573,0.0128139,0.878353235,0.935955708,biological_process unknown,molecular_function unknown,cellular_component unknown
3460,YDL048C,STP4,,0.778913996,0.572305152,0.106781411,0.296755066,0.742906846,0.54957668,0.101832117,0.284324435,0.935733233,biological_process unknown,molecular_function unknown,cytoplasm*
3461,YML037C,,,1.055776074,0.525966929,0.188456133,0.261071039,1.006970317,0.505078729,0.179721235,0.250135159,0.934935123,biological_process unknown,molecular_function unknown,clathrin-coated vesicle
3462,YGL054C,ERV14,,0.783302285,0.248755048,0.330175083,0.395958099,0.747092276,0.238876014,0.314871545,0.379372,0.933119558,ER to Golgi transport*,molecular_function unknown,endoplasmic reticulum membrane*
3463,YGL035C,MIG1,,0.574391659,0.66279902,0.416120185,-0.104088982,0.54783904,0.636476684,0.396833111,-0.099728848,0.933580946,regulation of transcription from Pol II promoter*,specific RNA polymerase II transcription factor activity,cytoplasm*
3464,YNL233W,BNI4,,0.643337214,0.53723055,0.504318426,-0.067406593,0.613597423,0.515895028,0.480943384,-0.06458303,0.932255381,cytokinesis,protein binding,contractile ring (sensu Saccharomyces)
3465,YCR020C-A,MAK31,,1.389678078,0.495508831,0.24239618,0.235994686,1.325436908,0.475830241,0.231161173,0.226109217,0.933100632,virus-host interaction*,amino-acid N-acetyltransferase activity,cellular_component unknown
3466,YDL133W,,,1.233076363,0.548197979,0.13537924,0.289786937,1.176074479,0.526426897,0.129104444,0.277648191,0.933179532,biological_process unknown,molecular_function unknown,cellular_component unknown
3467,YDR495C,VPS3,,0.308704648,0.550763511,0.050285223,0.371746385,0.294434042,0.528890542,0.047954515,0.356174478,0.933019535,protein-vacuolar targeting,molecular_function unknown,cytoplasm
3468,YOR106W,VAM3,,1.052464447,0.029417655,0.05354322,0.888046031,1.003811778,0.028249365,0.051061504,0.850847095,0.930157965,nonselective vesicle fusion*,t-SNARE activity,vacuolar membrane
3469,YHL038C,CBP2,,0.560438763,0.7078903,1.346366967,-1.084199451,0.53453115,0.679777213,1.283963171,-1.038783939,0.924956445,Group I intron splicing,pre-mRNA splicing factor activity,mitochondrion
3470,YOR104W,PIN2,,1.365318847,0.261058662,0.041011656,0.667804344,1.30220374,0.250691003,0.039110775,0.639831007,0.929632786,biological_process unknown,molecular_function unknown,cellular_component unknown
3471,YNL295W,,,0.561600082,0.461167883,0.322040112,0.18602333,0.535638784,0.442853106,0.307113628,0.178231088,0.928197822,biological_process unknown,molecular_function unknown,cellular_component unknown
3472,YGL062W,PYC1,,1.627959787,0.636577787,0.049636349,0.281757787,1.552703479,0.611296798,0.047335716,0.26995537,0.928587884,gluconeogenesis*,pyruvate carboxylase activity,cytosol
3473,YOR052C,,,0.785058913,0.329685109,0.448918893,0.18798417,0.7487677,0.316592026,0.428111607,0.180109791,0.924813424,biological_process unknown,molecular_function unknown,nucleus
3474,YMR222C,,,0.476371481,1.066868442,0.054416587,-0.155195344,0.454350078,1.024498932,0.051894391,-0.14869444,0.927698882,biological_process unknown,molecular_function unknown,cytoplasm
3475,YGL087C,MMS2,,0.986047116,0.533125476,0.200392814,0.230624135,0.940464746,0.511952982,0.191104654,0.220963631,0.924021267,ubiquitin-dependent protein catabolism*,ubiquitin conjugating enzyme activity,cytoplasm*
3476,YMR097C,MTG1,,0.005344069,0.025829034,0.788065464,0.150215051,0.005097027,0.024803262,0.751538813,0.143922765,0.92026484,protein biosynthesis*,GTPase activity,mitochondrial inner membrane
3477,YLR292C,SEC72,,0.481724358,0.445740059,0.146384594,0.371804357,0.459455505,0.428037981,0.139599702,0.356230022,0.923867705,"SRP-dependent cotranslational membrane targeting, translocation",protein transporter activity,endoplasmic reticulum membrane
3478,YPL144W,,,0.535955214,0.309803209,0.010721539,0.643139622,0.511179411,0.297499714,0.010224598,0.616199454,0.923923766,biological_process unknown,molecular_function unknown,cytoplasm
3479,YIL016W,SNL1,,0.342302954,0.494022304,0.510824706,-0.042214214,0.326479187,0.47440275,0.4871481,-0.040445923,0.921104927,nuclear pore organization and biogenesis,molecular_function unknown,membrane*
3480,YOR006C,,,0.962123703,0.542707221,0.353694787,0.065804401,0.91764725,0.521154199,0.337301116,0.063047952,0.921503267,biological_process unknown,molecular_function unknown,cytoplasm*
3481,YIR016W,,,0.572909452,1.797031987,0.45820298,-1.295950057,0.546425352,1.725664832,0.436965378,-1.241664625,0.920965586,biological_process unknown,molecular_function unknown,cellular_component unknown
3482,YER067W,,,0.840245621,0.527346669,0.624943458,-0.194904356,0.801403271,0.506403674,0.595977474,-0.186740101,0.915641048,biological_process unknown,molecular_function unknown,cytoplasm*
3483,YHL008C,,,0.8762554,0.839633771,0.648515801,-0.530973843,0.835748413,0.806288636,0.618457244,-0.508732134,0.916013747,biological_process unknown,transporter activity,vacuole (sensu Fungi)
3484,YIL020C,HIS6,,0.525895849,0.347566407,1.01838052,-0.40998803,0.501585064,0.333763188,0.97117882,-0.392814237,0.91212777,histidine biosynthesis,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,cell
3485,YOR298C-A,MBF1,,0.751825141,0.288563295,0.567287543,0.099390757,0.717070238,0.27710332,0.540993897,0.095227425,0.913324643,positive regulation of transcription from Pol II promoter,transcription co-activator activity,nucleus
3486,YOR235W,,,0.700610585,0.707186542,0.033199747,0.214285611,0.668223197,0.679101404,0.031660946,0.205309504,0.916071854,,,
3487,YHR206W,SKN7,,0.701682974,0.530574938,0.118006979,0.304285651,0.669246012,0.509503736,0.112537383,0.291539575,0.913580694,response to osmotic stress*,transcription factor activity*,nucleus
3488,YER155C,BEM2,,0.814716982,0.528970094,0.019757722,0.403810771,0.777054754,0.507962627,0.018841956,0.386895735,0.913700318,cell wall organization and biogenesis*,signal transducer activity*,intracellular
3489,YBR025C,,,0.59608666,0.817358014,0.449214084,-0.314191696,0.568531138,0.784897537,0.428393116,-0.30103067,0.912259982,biological_process unknown,molecular_function unknown,cytoplasm
3490,YPL069C,BTS1,,0.227819179,0.025766729,0.008860169,0.9177349,0.217287696,0.024743432,0.008449502,0.879292342,0.912485275,terpenoid biosynthesis,farnesyltranstransferase activity,mitochondrion
3491,YBR065C,ECM2,,1.42383888,1.010254399,0.245065264,-0.305371997,1.358018546,0.970133253,0.233706546,-0.292580415,0.911259384,cell wall organization and biogenesis,molecular_function unknown,nucleus
3492,YKL102C,,,1.169993419,0.978850563,0.089222922,-0.11848629,1.115907694,0.939976586,0.08508746,-0.113523074,0.911540972,,,
3493,YML124C,TUB3,,0.480546581,0.387527308,0.086277637,0.474947417,0.458332174,0.372137086,0.082278689,0.455052572,0.909468346,mitotic chromosome segregation*,structural constituent of cytoskeleton,spindle pole body*
3494,YJL131C,,,0.803217143,0.5047592,0.058736732,0.382968135,0.766086523,0.484713242,0.056014298,0.366926166,0.907653706,biological_process unknown,molecular_function unknown,mitochondrion
3495,YLR343W,,,0.40139481,0.670698245,0.750171549,-0.476739056,0.382839381,0.6440622,0.715401272,-0.456769162,0.90269431,biological_process unknown,molecular_function unknown,cytoplasm
3496,YMR244W,,,1.367598304,0.782071914,0.376408495,-0.219716615,1.304377824,0.751012785,0.358962049,-0.210513011,0.899461823,biological_process unknown,molecular_function unknown,cellular_component unknown
3497,YMR133W,REC114,,1.709363125,1.012605683,0.199637703,-0.274404435,1.630343754,0.972391159,0.190384542,-0.262910039,0.899865662,meiotic recombination*,molecular_function unknown,cellular_component unknown
3498,YDR136C,VPS61,,0.319526301,0.397338487,0.031496532,0.507530418,0.304755439,0.381558625,0.030036675,0.486270719,0.897866019,protein-vacuolar targeting,molecular_function unknown,cellular_component unknown
3499,YOR132W,VPS17,,1.185314996,0.903867126,0.164554667,-0.132882622,1.130520995,0.867971034,0.156927596,-0.127316365,0.897582265,retrograde (endosome to Golgi) transport,molecular_function unknown,endosome
3500,YJR127C,ZMS1,,0.806659494,0.488467096,0.033733163,0.411925332,0.769369743,0.469068161,0.032169639,0.394670389,0.895908188,biological_process unknown,transcription factor activity,nucleus
3501,YPR184W,GDB1,,0.627390946,0.255480952,0.640752435,0.034225214,0.598388309,0.245334806,0.611053709,0.03279157,0.889180085,glycogen catabolism,4-alpha-glucanotransferase activity*,cytoplasm
3502,YOR137C,SIA1,,1.068273219,0.750561871,0.07041657,0.108724508,1.018889752,0.720754129,0.067152778,0.104170199,0.892077107,proton transport,molecular_function unknown,cellular_component unknown
3503,YHR134W,WSS1,,0.79317752,0.717003711,0.284967727,-0.072672491,0.756511005,0.688528695,0.271759539,-0.069628348,0.890659886,protein sumoylation,molecular_function unknown,cellular_component unknown
3504,YLR206W,ENT2,,1.063551732,0.729860589,0.18714824,0.011352929,1.014386527,0.700874976,0.178473963,0.010877372,0.89022631,actin filament organization*,cytoskeletal adaptor activity,actin cortical patch (sensu Saccharomyces)
3505,YLR068W,FYV7,,0.100093872,0.1781096,0.13154388,0.618573952,0.095466795,0.171036173,0.125446852,0.592662804,0.889145828,processing of 20S pre-rRNA,molecular_function unknown,nucleus*
3506,YGR006W,PRP18,,0.011489392,0.042909806,-0.001421006,0.885811463,0.010958268,0.04120569,-0.001355143,0.84870613,0.888556678,"nuclear mRNA splicing, via spliceosome",protein binding*,spliceosome complex
3507,YMR305C,SCW10,,1.441440737,0.953648618,0.088243058,-0.114925665,1.374806715,0.915775509,0.084153013,-0.110111599,0.889816923,conjugation with cellular fusion,glucosidase activity,cytoplasm*
3508,YBR188C,NTC20,,1.566154475,0.693299814,0.096399022,0.137091182,1.493755264,0.665766172,0.09193095,0.131348635,0.889045757,"nuclear mRNA splicing, via spliceosome",pre-mRNA splicing factor activity,spliceosome complex
3509,YPL029W,SUV3,,0.005477319,0.031622813,0.018770692,0.875746161,0.005224117,0.030366948,0.017900675,0.839062449,0.887330071,RNA catabolism,ATP dependent RNA helicase activity,mitochondrion*
3510,YMR193C-A,,,0.68623295,0.65568395,0.247074321,0.02308835,0.654510202,0.629644181,0.235622484,0.022121213,0.887387878,,,
3511,YOR019W,,,1.226316583,0.835243818,0.19619369,-0.106350117,1.169627186,0.802073026,0.187100158,-0.101895268,0.887277916,biological_process unknown,molecular_function unknown,cellular_component unknown
3512,YOR364W,,,0.437008618,0.454838081,0.220600192,0.248031151,0.416806857,0.436774685,0.210375424,0.237641493,0.884791602,,,
3513,YPR101W,SNT309,,0.112777103,0.058149738,0.031538758,0.833295079,0.107563714,0.055840385,0.030076944,0.79838958,0.884306909,"nuclear mRNA splicing, via spliceosome",molecular_function unknown,spliceosome complex
3514,YMR265C,,,1.368824134,0.865795696,0.172326107,-0.115468739,1.305546987,0.831411569,0.164338832,-0.110631924,0.885118477,biological_process unknown,molecular_function unknown,cellular_component unknown
3515,YKR074W,,,1.130587551,0.616386345,0.244505541,0.059751099,1.078323456,0.591907237,0.233172766,0.057248214,0.882328217,biological_process unknown,molecular_function unknown,cytoplasm
3516,YLR048W,RPS0B,,0.079617808,0.091798136,0.069621088,0.758669954,0.075937286,0.088152474,0.066394167,0.726890391,0.881437032,protein biosynthesis*,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya)
3517,YDR142C,PEX7,,0.378136832,0.57067419,0.45082334,-0.102409475,0.360656559,0.54801049,0.429927783,-0.098119693,0.87981858,peroxisome organization and biogenesis*,peroxisome targeting signal receptor activity*,cytosol*
3518,YNL252C,MRPL17,,0.006182699,0.026063145,0.011535346,0.877029502,0.005896889,0.025028076,0.011000685,0.840292033,0.876320794,protein biosynthesis,structural constituent of ribosome,mitochondrial large ribosomal subunit
3519,YLR232W,,,0.633956896,0.422297505,0.230434586,0.260777515,0.604650733,0.405526423,0.219753997,0.24985393,0.875134349,,,
3520,YDL052C,SLC1,,0.856087191,0.633967926,0.34333397,-0.06384587,0.816512527,0.608790585,0.32742052,-0.061171461,0.875039644,sphingolipid biosynthesis,1-acylglycerol-3-phosphate O-acyltransferase activity,lipid particle
3521,YIL096C,,,0.519520176,0.710535113,0.769779332,-0.570309906,0.495504122,0.68231699,0.734100239,-0.546420467,0.869996762,biological_process unknown,molecular_function unknown,nucleus*
3522,YPL269W,KAR9,,0.995892708,0.642677799,0.121692108,0.143938088,0.949855202,0.617154555,0.116051707,0.137908734,0.871114996,nuclear migration (sensu Saccharomyces),molecular_function unknown,shmoo tip*
3523,YKL011C,CCE1,,1.056472204,0.616558096,0.046053395,0.245571693,1.007634267,0.592072167,0.043918831,0.235285058,0.871276056,DNA recombination,endodeoxyribonuclease activity,mitochondrial inner membrane
3524,YIL052C,RPL34B,,0.394558718,0.483223167,0.545960487,-0.122309549,0.376319304,0.464032489,0.520655345,-0.117186183,0.867501651,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya)
3525,YLR315W,NKP2,,1.066734781,0.5998511,0.054442962,0.25155967,1.017422432,0.576028671,0.051919543,0.241022207,0.868970422,biological_process unknown,molecular_function unknown,spindle pole body*
3526,YDR329C,PEX3,,1.353876879,0.429341088,0.029659847,0.443937254,1.291290704,0.412290277,0.02828512,0.425341379,0.865916776,peroxisome organization and biogenesis*,molecular_function unknown,peroxisomal membrane
3527,YBR181C,RPS6B,,0.123449984,0.213800712,0.236101066,0.453034214,0.117743215,0.205309851,0.225157836,0.43405728,0.864524968,protein biosynthesis,structural constituent of ribosome,cytoplasm*
3528,YPL241C,CIN2,,0.448435669,0.229883353,0.05599926,0.615213626,0.427705665,0.220753788,0.053403707,0.589443237,0.863600732,microtubule-based process,molecular_function unknown,cellular_component unknown
3529,YOR184W,SER1,,0.004909039,0.018004152,0.00383308,0.878158041,0.004682107,0.017289137,0.003655418,0.841373299,0.862317853,purine base biosynthesis*,phosphoserine transaminase activity,cytoplasm
3530,YFL049W,,,0.569374015,0.321208302,0.473789472,0.103563075,0.543053349,0.308451866,0.45182944,0.099224971,0.859506277,biological_process unknown,molecular_function unknown,nucleus
3531,YMR276W,DSK2,,1.331650826,0.645212875,0.121106525,0.131763774,1.270092104,0.619588953,0.115493266,0.126244384,0.861326603,spindle pole body duplication (sensu Saccharomyces),protein degradation tagging activity,nucleus
3532,YOL050C,,,0.366238396,0.399144774,0.213625527,0.284861752,0.349308156,0.383293177,0.203724033,0.272929314,0.859946525,,,
3533,YMR063W,RIM9,,0.22017368,0.396382705,0.111502094,0.389116706,0.209995629,0.3806408,0.106333998,0.372817182,0.859791981,sporulation (sensu Saccharomyces),molecular_function unknown,cellular_component unknown
3534,YGR071C,,,0.383192887,0.293101907,0.033952402,0.569640914,0.365478886,0.281461686,0.032378716,0.545779498,0.8596199,biological_process unknown,molecular_function unknown,nucleus
3535,YDR486C,VPS60,,0.702372574,0.456938261,0.301708243,0.13592923,0.669903733,0.438791459,0.287724136,0.130235355,0.856750951,biological_process unknown,molecular_function unknown,cytoplasm*
3536,YOR379C,,,0.790642381,0.244313773,0.558050038,0.09149806,0.754093059,0.234611119,0.532184548,0.087665342,0.854461009,,,
3537,YKL171W,,,0.983658797,0.213650899,0.15134615,0.528425475,0.938186833,0.205165988,0.144331291,0.506290513,0.855787792,proteolysis and peptidolysis,protein kinase activity,cytoplasm
3538,YNL183C,NPR1,,0.416738977,0.231971838,0.420297423,0.240439721,0.397474228,0.222759331,0.400816735,0.230368056,0.853944122,regulation of nitrogen utilization,kinase activity,cytoplasm
3539,YML010C-B,,,0.134402018,0.112997235,0.019185117,0.757852642,0.128188965,0.108509674,0.018295891,0.726107315,0.85291288,,,
3540,YMR016C,SOK2,,1.906201757,0.880518875,0.322641186,-0.313957847,1.818083053,0.845550033,0.307686842,-0.300806617,0.852430258,pseudohyphal growth,transcription factor activity,nucleus
3541,YPR098C,,,0.698961562,0.79092524,0.264573953,-0.167002806,0.666650404,0.759514511,0.252311012,-0.160007305,0.851818218,biological_process unknown,molecular_function unknown,mitochondrion
3542,YGR025W,,,0.891258758,0.288097267,0.888843391,-0.289488919,0.850058205,0.2766558,0.847645706,-0.277362656,0.84693885,,,
3543,YLR258W,GSY2,,0.586170281,0.655630917,0.347298339,-0.116346076,0.559073167,0.629593254,0.331201142,-0.111472511,0.849321885,glycogen metabolism,glycogen (starch) synthase activity,cytoplasm
3544,YLR144C,ACF2,,0.862472969,0.719932964,0.06558823,0.099577471,0.822603107,0.691341616,0.062548231,0.095406318,0.849296164,actin cytoskeleton organization and biogenesis,"glucan 1,3-beta-glucosidase activity",intracellular
3545,YDR157W,,,0.949055227,0.396695812,0.276374759,0.210747088,0.905182895,0.380941473,0.263564853,0.201919204,0.84642553,,,
3546,YLR006C,SSK1,,0.148303879,0.086443954,0.045604321,0.751546004,0.14144818,0.083010927,0.043490571,0.720064853,0.846566351,osmosensory signaling pathway via two-component system*,enzyme activator activity*,cytoplasm
3547,YLR386W,VAC14,,1.840953185,0.555057875,0.003992924,0.32398691,1.755850751,0.53301436,0.003807853,0.310415577,0.84723779,vacuole inheritance*,enzyme activator activity,vacuole
3548,YCR026C,,,0.351253511,0.370255506,0.101994296,0.407441923,0.335015983,0.355551215,0.097266884,0.390374783,0.843192882,biological_process unknown,molecular_function unknown,cellular_component unknown
3549,YMR139W,RIM11,,1.293317385,0.602327673,0.033323795,0.243945896,1.233530717,0.57840689,0.031779245,0.233727363,0.843913498,protein amino acid phosphorylation*,glycogen synthase kinase 3 activity,cytoplasm
